悭悭	悭悭 刚才
懒佬	懒佬 懒汉
懵懂	懵懂 糊涂
成日	成日 整天
戒方	戒方 戒尺
房仔	房仔 女儿
所恃	所恃 倚仗
手袜	手袜 手套
手踭	手踭 手肘
扒摇	扒摇 船桨
打益	打益 打嗝
打脉	打脉 把脉
打跤	打跤 打架
托水	托水 借钱
执拾	执拾 收拾
执漏	执漏 补漏
执阄	执阄 抓阄
扫把	扫把 笤帚
抵死	抵死 该死
拕累	拕累 连累
拖桶	拖桶 抽屉
拘礼	拘礼 客气
拜候	拜候 拜访
拱子	拱子 这样
捉鲎	捉鲎 捉奸
捞篱	捞篱 笊篱
捰命	捰命 要命
掌心	掌心 手心
探米	探米 乞讨
插仔	插仔 秧苗
插手	插手 扒手
插田	插田 插秧
揤仔	揤仔 橡皮
揼骨	揼骨 按摩
搅档	搅档 捣乱
搅鬼	搅鬼 捣乱
搏命	搏命 拼命
搿钱	搿钱 凑钱
摩打	摩打 马达
擸𢶍	擸𢶍 垃圾
支光	支光 瓦特
收尾	收尾 末了
改处	改处 这里
散学	散学 放假
数簿	数簿 账本
整制	整制 虐待
斋菜	斋菜 素菜
斋身	斋身 戒色
断断	断断 断绝
新人	新人 新娘
旁屋	旁屋 厢房
无使	无使 不用
无委	无委 不会
日头	日头 太阳
日间	日间 白天
旧年	旧年 去年
旧时	旧时 从前
时年	时年 年成
时旧	时旧 仍旧
旺相	旺相 吉利
昨日	昨日 昨天
是但	是但 随便
晓得	晓得 懂得
晚黑	晚黑 晚上
晩黄	晩黄 黄昏
晾凉	晾凉 乘凉
暖水	暖水 温水
曱甴	曱甴 蟑螂
月大	月大 大月
月头	月头 月初
月小	月小 小月
月尾	月尾 月底
服侍	服侍 侍候
朝早	朝早 早晨
木虱	木虱 臭虫
本事	本事 本领
本心	本心 良心
村下	村下 乡村
来年	来年 明年
来日	来日 明天
来早	来早 明早
杧仔	杧仔 芒基
杧子	杧子 杧果
果个	果个 这个
果时	果时 这时
果阵	果阵 现左
架步	架步 阔气
架生	架生 工具
柜枱	柜枱 书桌
栏河	栏河 栏杆
树尾	树尾 树梢
树拐	树拐 树蛙
树桠	树桠 树枝
树胶	树胶 橡胶
桥凳	桥凳 长凳
梅肉	梅肉 里脊
榄子	榄子 橄榄
槌头	槌头 拳头
槌角	槌角 螺号
横人	横人 旁人
横𫠲	横𫠲 横竖
樽椊	樽椊 瓶塞
檐口	檐口 屋檐
正梁	正梁 栋梁
水喉	水喉 水管
水大	水大 潮涨
水干	水干 潮退
水脚	水脚 船费
水鞋	水鞋 雨鞋
水鸭	水鸭 野鸭
求其	求其 随便
污糟	污糟 污秽
沙尘	沙尘 鲁莽
沙马	沙马 沙蟹
沙鸡	沙鸡 蚁狮
油麻	油麻 芝麻
波恤	波恤 球衣
波鞋	波鞋 球鞋
泥嬲	泥嬲 泥鳅
洳水	洳水 漏水
清趣	清趣 好玩
渴市	渴市 卖断
游水	游水 游泳
湴窿	湴窿 泥潭
滑漏	滑漏 光滑
滚水	滚水 开水
漏就	漏就 仓促
火水	火水 煤油
火烛	火烛 火灾
火船	火船 轮船
火酒	火酒 酒精
灰鼠	灰鼠 蝙蝠
灶前	灶前 厨房
灶君	灶君 灶神
灶𡱽	灶𡱽 灶膛
炊笼	炊笼 蒸笼
烟仔	烟仔 香烟
烟火	烟火 烟花
热头	热头 太阳
煲茶	煲茶 煎药
熟咸	熟咸 丝盐
熟手	熟手 熟练
熟烟	熟烟 烟丝
爆当	爆当 说穿
片烟	片烟 鸦片
牙屎	牙屎 牙垢
牙罅	牙罅 牙缝
牙软	牙软 肉麻
牛乸	牛乸 母牛
牛公	牛公 公牛
牛牯	牛牯 公牛
牛精	牛精 蛮横
特登	特登 故意
犀利	犀利 厉害
犬鱼	犬鱼 梭鱼
犯仔	犯仔 犯人
独仔	独仔 独子
猪乸	猪乸 母猪
猪兜	猪兜 猪槽
猪栏	猪栏 猪圈
猪皿	猪皿 猪血
猪红	猪红 猪血
猪花	猪花 猪苗
猪郎	猪郎 种猪
瓜子	瓜子 水果
瓦口	瓦口 檐口
瓦钦	瓦钦 瓦片
甘罗	甘罗 伯劳
生咸	生咸 生盐
生牛	生牛 黄牛
生疔	生疔 长疗
生肉	生肉 胖了
生面	生面 陌生
甩身	甩身 脱身
田垌	田垌 田野
田基	田基 田埂
田螺	田螺 螺蛳
田鸡	田鸡 青蛙
甴曱	甴曱 蟑螂
电油	电油 汽油
电胆	电胆 电珠
电船	电船 汽船
番枧	番枧 肥皂
番薯	番薯 甘薯
疬核	疬核 瘰疬
症候	症候 病症
痕图	痕图 痕迹
白字	白字 别字
白日	白日 白天
白灰	白灰 石灰
白豆	白豆 黄豆
白鸠	白鸠 斑鸠
白鸽	白鸽 鸽子
盲佬	盲佬 瞎子
看小	看小 小看
看牛	看牛 放牛
眼浅	眼浅 忌妒
眼眉	眼眉 眉毛
着吊	着吊 狂乱
着数	着数 合算
睡梦	睡梦 做梦
瞓觉	瞓觉 睡觉
知实	知实 笃定
知得	知得 知道
矮仔	矮仔 矮人
石牯	石牯 石头
码子	码子 子弹
砧板	砧板 案板
碓坎	碓坎 石白
礼手	礼手 随手
离谱	离谱 走样
禾巷	禾巷 稻行
禾草	禾草 稻秆
禾镰	禾镰 镰刀
秉性	秉性 性格
秤砣	秤砣 秤锤
立乱	立乱 胡乱
立心	立心 存心
竹篙	竹篙 竹竿
笔筒	笔筒 笔帽
符弗	符弗 办法
筲筋	筲筋 抽筋
箭猪	箭猪 豪猪
米疖	米疖 疖疮
粗口	粗口 秽语
糠头	糠头 谷壳
紧板	紧板 一定
紧要	紧要 要紧
红银	红银 蛋黄
约莫	约莫 大约
纸媒	纸媒 草纸
纸鹞	纸鹞 风筝
终归	终归 终究
缠脚	缠脚 缠足
缺他	缺他 吉他
羊咩	羊咩 羊羔
翳心	翳心 伤心
翳腻	翳腻 娇媚
翻生	翻生 回生
老举	老举 妓女
老公	老公 丈夫
老子	老子 父亲
老襟	老襟 连襟
耳仔	耳仔 耳朵
耳屎	耳屎 耳垢
耳窿	耳窿 耳孔
肉蛇	肉蛇 蜥蜴
肉饼	肉饼 肉泥
肚卜	肚卜 腹部
肥佬	肥佬 胖子
背手	背手 贿赂
背晦	背晦 背部
背篷	背篷 背部
背驼	背驼 驼背
胶套	胶套 雨鞋
胶擦	胶擦 橡皮
胶鞋	胶鞋 球鞋
脚踭	脚踭 脚跟
脱色	脱色 褪色
脷仔	脷仔 小舌
膊头	膊头 肩膀
膝头	膝头 膝盖
膥脬	膥脬 阴囊
自在	自在 舒服
舅娘	舅娘 舅母
舅爷	舅爷 内弟
色子	色子 骰子
花家	花家 浪费
花飞	花飞 花费
茶枱	茶枱 茶桌
茶瓶	茶瓶 茶壶
草狗	草狗 蝼蛄
莲米	莲米 莲子
莲花	莲花 荷花
菜干	菜干 干菜
菜果	菜果 苤蓝
落仔	落仔 流产
落去	落去 下去
落堂	落堂 下课
落水	落水 下雨
落泊	落泊 落魄
蓑衫	蓑衫 蓑衣
蕉子	蕉子 香蕉
蕹菜	蕹菜 通菜
薄刀	薄刀 菜刀
薄鱼	薄鱼 鲢鱼
虱乸	虱乸 虱子
虾仁	虾仁 虾米
虾糠	虾糠 虾皮
虾膥	虾膥 虾卵
蚊子	蚊子 苍蝇
蚊虫	蚊虫 蚊子
蛤蒟	蛤蒟 蒟蒻
蛮皮	蛮皮 顽皮
蟹公	蟹公 公蟹
蠄蟧	蠄蟧 蜘蛛
行情	行情 行市
街巷	街巷 街道
表仔	表仔 手表
衫袖	衫袖 袖子
衫里	衫里 里子
衫领	衫领 领子
衲婆	衲婆 棉袄
袋表	袋表 怀表
袜头	袜头 短袜
被单	被单 被套
被袋	被袋 被套
裹粽	裹粽 粽子
裹蒸	裹蒸 粽子
褂仔	褂仔 背心
褛仔	褛仔 小楼
誓愿	誓愿 发誓
讲嘴	讲嘴 谈话
设若	设若 假如
话知	话知 告诉
谷壳	谷壳 稻壳
豆角	豆角 豇豆
走身	走身 遗精
起势	起势 开始
起号	起号 暗示
起头	起头 开始
足蟀	足蟀 蟋蟀
路水	路水 洪水
路用	路用 旅费
路线	路线 门路
路货	路货 洋货
路鸦	路鸦 乌鸦
躀虫	躀虫 孑孓
躲懒	躲懒 偷懒
车货	车货 暗娼
车辘	车辘 车轮
边处	边处 哪里
过家	过家 串门
过际	过际 过瘾
透风	透风 刮风
逗火	逗火 生火
遮瞒	遮瞒 掩饰
那霍	那霍 地名
郎家	郎家 女婿
郞家	郞家 女婿
酒凹	酒凹 酒窝
酥粉	酥粉 粉丝
里头	里头 里面
金猪	金猪 烧猪
针顶	针顶 顶针
钱甖	钱甖 扑满
铜绿	铜绿 铜锈
铰剪	铰剪 剪刀
铲山	铲山 扫墓
银包	银包 钱包
银纸	银纸 钞票
锁匙	锁匙 钥匙
锑罂	锑罂 铝锅
锯牙	锯牙 锯齿
镬㞘	镬㞘 锅底
镬涮	镬涮 炊帚
镬𡰪	镬𡰪 锅底
门槛	门槛 门槛
闪令	闪令 闪电
闲长	闲长 往常
间中	间中 偶或
闸刀	闸刀 铡刀
阴虚	阴虚 阴险
阿叔	阿叔 叔叔
阿哥	阿哥 哥哥
阿大	阿大 大姐
阿妗	阿妗 舅母
阿姆	阿姆 伯母
阿姐	阿姐 姐姐
阿姑	阿姑 姑母
阿姨	阿姨 姨母
阿爷	阿爷 家翁
难为	难为 为难
雀枪	雀枪 鸟枪
雨褛	雨褛 雨衣
雪条	雪条 冰棍
雷公	雷公 雷神
露风	露风 漏风
面墩	面墩 面颊
面条	面条 挂面
面盆	面盆 脸盆
鞋膏	鞋膏 鞋油
鞋踭	鞋踭 鞋跟
顾式	顾式 小心
颈巾	颈巾 围巾
颈柄	颈柄 脖子
颈链	颈链 项链
风水	风水 堪舆
飒口	飒口 零食
飒星	飒星 零星
飞鼠	飞鼠 蝙蝠
香枧	香枧 香皂
香芹	香芹 芹菜
马乸	马乸 母马
马公	马公 公马
马寡	马寡 调皮
马汗	马汗 狐臭
马骝	马骝 猴子
驳命	驳命 拼命
驳艇	驳艇 驳船
骨牌	骨牌 牌九
髻巾	髻巾 头绳
髻簪	髻簪 簪子
鱼摆	鱼摆 鱼鳍
鱼泡	鱼泡 鱼鳔
鱼竻	鱼竻 鱼刺
鱼肋	鱼肋 鱼刺
鱼花	鱼花 鱼苗
鲗鱼	鲗鱼 鲫鱼
鸡乸	鸡乸 母鸡
鸡公	鸡公 公鸡
鸡肶	鸡肶 鸡腿
鸡膥	鸡膥 鸡蛋
鸡谷	鸡谷 红鱼
鸡颈	鸡颈 米证
鹅膥	鹅膥 鹅蛋
麻仔	麻仔 麻疹
麻糖	麻糖 糖果
黄糖	黄糖 红糖
黄蜂	黄蜂 马蜂
鼻䆔	鼻䆔 鼻孔
鼻水	鼻水 鼻涕
齐家	齐家 大家
龟婆	龟婆 鸨母
𡌶窿	𡌶窿 泥潭
𡱮钉	𡱮钉 图钉
𢫘须	𢫘须 捣乱
𢲲仔	𢲲仔 蒸架
𣬬毛	𣬬毛 睫毛
𫣶赖	𫣶赖 依赖
㓟丁	㓟丁 占便宜
一缗	一缗 一元钱
不子	不子 表疑问
做中	做中 中介者
净系	净系 简直是
几松	几松 不要紧
出恭	出恭 解大便
势着	势着 不得已
勾头	勾头 头垂下
包尾	包尾 包余儿
单车	单车 自行车
吃饮	吃饮 喝米汤
吽佬	吽佬 笨男人
呷浪	呷浪 打哈欠
园威	园威 稻草人
在心	在心 不忘记
地蒲	地蒲 葫芦瓜
坐月	坐月 坐月子
塘仔	塘仔 小池塘
外公	外公 外祖父
外婆	外婆 外祖母
大婆	大婆 大老婆
太公	太公 曾祖父
太婆	太婆 曾祖母
夹万	夹万 保险箱
契仔	契仔 干儿子
契女	契女 干女儿
姑婆	姑婆 姑奶奶
婆仔	婆仔 老婆婆
寡佬	寡佬 单身汉
屙肚	屙肚 拉肚子
岔腮	岔腮 腮腺炎
巷仔	巷仔 小胡同
巷口	巷口 胡同口
得滞	得滞 太、极
戆仔	戆仔 傻孩子
戆婆	戆婆 傻妇人
打仔	打仔 小无赖
打风	打风 刮大风
捱刑	捱刑 活受罪
掤鸡	掤鸡 扣扳机
搅笑	搅笑 开玩笑
搅趣	搅趣 开玩笑
撞板	撞板 碰钉子
斗木	斗木 做木工
断尾	断尾 无后代
新府	新府 儿媳妇
无谓	无谓 不应该
旧水	旧水 不新鲜
木瓜	木瓜 木冬瓜
未爽	未爽 不同意
桠杈	桠杈 木叉子
椰菜	椰菜 洋白菜
槌仔	槌仔 小槌子
欧冤	欧冤 闹情绪
水车	水车 龙骨车
沙钻	沙钻 沙锥鱼
洋遮	洋遮 布雨伞
涂仔	涂仔 弹涂鱼
溦溦	溦溦 毛毛雨
牛气	牛气 不讲理
琴蛇	琴蛇 大蟒蛇
生手	生手 不熟练
生油	生油 花生油
生野	生野 不驯服
田威	田威 稻草人
电发	电发 烫头发
电芯	电芯 干电池
番茄	番茄 西红柿
盲仔	盲仔 瞎小孩
盲婆	盲婆 瞎妇人
直系	直系 简直是
眼核	眼核 眼珠儿
眼眶	眼眶 眼圈儿
眼瞓	眼瞓 打盹儿
碗缿	碗缿 破碗片
笔嘴	笔嘴 钢笔尖
等试	等试 待会儿
米碎	米碎 碎米粒
粉酥	粉酥 炒米饼
粟米	粟米 高粱米
纳仔	纳仔 小发夹
纸扑	纸扑 马粪纸
细仔	细仔 小孩儿
绒裤	绒裤 呢子裤
绝嗣	绝嗣 无后代
耳牌	耳牌 耳坠子
耳镜	耳镜 耳鼓膜
肚刺	肚刺 肚子痛
肥婆	肥婆 胖妇女
脚甲	脚甲 脚趾甲
脚迹	脚迹 脚印儿
药单	药单 药方子
菜呷	菜呷 菜叶柄
菜骨	菜骨 菜帮子
落雹	落雹 下雹子
蒲瓜	蒲瓜 葫芦瓜
蚝豉	蚝豉 干牡蛎
蝠鼠	蝠鼠 大蝙蝠
蟹贡	蟹贡 蟹的鳖
蠄蜍	蠄蜍 癞蛤蟆
街仔	街仔 小街道
衲仔	衲仔 小棉袄
记性	记性 记忆力
试跟	试跟 一会儿
试辰	试辰 一会儿
豆米	豆米 花生仁
较尚	较尚 打石仗
辣蛆	辣蛆 象鼻虫
那阵	那阵 那时候
酒楼	酒楼 大饭店
野仔	野仔 私生子
野妹	野妹 私生女
金鈪	金鈪 金手镯
钱鳞	钱鳞 穿山甲
镊仔	镊仔 拔毛器
镰仔	镰仔 割草刀
间仔	间仔 小屋子
阻滞	阻滞 不顺利
阿太	阿太 曾祖母
雪糕	雪糕 冰激凌
青翠	青翠 翡翠鸟
鞋抽	鞋抽 鞋拔子
鞋楦	鞋楦 鞋楦子
须刨	须刨 刮胡刀
颈褛	颈褛 围脖儿
饭壳	饭壳 饭勺子
马布	马布 月经带
驳壳	驳壳 盒子枪
驶口	驶口 供使唤
高佬	高佬 高汉子
鬼鼠	鬼鼠 不诚实
魂精	魂精 太阳穴
鸭项	鸭项 小母鸭
麻油	麻油 芝麻油
鼻浓	鼻浓 浓鼻涕
𡱮鱼	𡱮鱼 黄花鱼
𪜃子	𪜃子 怎么样
𰪪素	𰪪素 糕饼馅
上作	上作 上流之意
下气	下气 忍气吞声
两家	两家 彼此双方
京炭	京炭 上等木炭
今晏	今晏 今天午间
今朝	今朝 今天早上
假精	假精 自作聪明
做种	做种 留种繁殖
其也	其也 催促语气
几大	几大 无论如何
华离	华离 贪得无厌
呕水	呕水 令人作呕
呕油	呕油 令人作呕
周流	周流 时时刻刻
嚡惶	嚡惶 心情焦急
围夹	围夹 扁桃腺炎
塘鸭	塘鸭 普通家鸭
外太	外太 外曾祖母
外水	外水 海外财流
大个	大个 体型高大
好丑	好丑 人情道理
家斗	家斗 家庭人口
寡情	寡情 人情淡薄
对嘴	对嘴 核对口供
尯佬	尯佬 跛脚男人
屎蛆	屎蛆 苍蝇幼虫
岧荛	岧荛 高而不稳
布癞	布癞 碎布条子
帮衬	帮衬 与之交易
幅辘	幅辘 附近一带
废柴	废柴 无用之物
开耕	开耕 耕作开始
心狼	心狼 心狠、凶
扭偈	扭偈 耍小性子
捱牛	捱牛 做牛做马
揼迳	揼迳 半路抢劫
擤鼻	擤鼻 ①擤鼻涕
攙车	攙车 随嫁婢女
收水	收水 商店倒闭
放晚	放晚 晚上放学
放朝	放朝 上午放学
斗霸	斗霸 批斗恶霸
无好	无好 不要、别
早排	早排 前些时候
晚黄	晚黄 黄昏时候
来晏	来晏 明天中午
来晚	来晚 明天晚上
来朝	来朝 明天早上
果掉	果掉 从此以后
水笔	水笔 自来水笔
水路	水路 水上通道
沙记	沙记 鲁莽的人
波板	波板 乒乓球拍
波珠	波珠 玻璃弹珠
泥湴	泥湴 泥土浆水
洋号	洋号 号、喇叭
火筒	火筒 吹火工具
炙火	炙火 烤火取暖
生嘢	生嘢 有疮疥病
白饭	白饭 没菜的饭
磁漆	磁漆 漆的一种
禁谂	禁谂 善于思考
秃骨	秃骨 骨位收缩
第尾	第尾 最后一名
粉皮	粉皮 一种河粉
系得	系得 只、仅仅
翳喉	翳喉 同“翳”
老同	老同 同名的人
老娘	老娘 女人傲称
老格	老格 少年老成
肉猪	肉猪 肉用的猪
肥仔	肥仔 胖小孩儿
脚䏙	脚䏙 小腿肚子
船脚	船脚 乘船费用
落笠	落笠 中了圈套
葭子	葭子 露兜树果
蔗呷	蔗呷 甘蔗叶子
蔗扑	蔗扑 甘蔗残渣
虾公	虾公 淡水大虾
蛋堆	蛋堆 老态龙钟
行雷	行雷 闪电雷鸣
衫脚	衫脚 上衣下摆
装整	装整 打扮整容
裤脚	裤脚 裤腿下沿
贼头	贼头 盗贼首领
走假	走假 以假当真
走贼	走贼 躲避盗贼
起市	起市 货物畅销
边途	边途 什么地方
过背	过背 老人去世
迟禾	迟禾 晚造水稻
高斗	高斗 自高自大
鸡贩	鸡贩 贩鸡的人
麻茶	麻茶 看不清楚
麻蒙	麻蒙 朦朦胧胧
黑心	黑心 心狠恶毒
𠮳𠮴	𠮳𠮴 花狭口蛙
㧻仔	㧻仔 扒手、小偷
䲞鱼	䲞鱼 鱲鱼，鲷科
中意	中意 喜欢、爱好
乜子	乜子 也许、可能
事干	事干 事儿、事情
亚嫲	亚嫲 丈夫的妈妈
交带	交带 叮咛、吩咐
今谢	今谢 谢谢、多亏
偈油	偈油 机器润滑油
做下	做下 全都、全部
傻佬	傻佬 疯子、傻瓜
冇见	冇见 遗失、丢掉
几侨	几侨 时髦、洋气
出街	出街 上市、上街
利事	利事 红包、封包
利家	利家 指吝啬的人
剃刀	剃刀 理发用的刀
功夫	功夫 本领、造诣
勤力	勤力 勤谨、努力
包子	包子 有馅的面包
发面	发面 翻脸、生气
口角	口角 争吵的话语
后尾	后尾 后面，背后
吓吓	吓吓 不满的语气
吵耳	吵耳 吵闹、嘈杂
呷醋	呷醋 吃醋、妒忌
响名	响名 出名、有名
喊做	喊做 叫作、称为
四幅	四幅 附近、周围
困怅	困怅 混账、无耻
地拖	地拖 拖帚、拖把
地鼠	地鼠 老鼠的一种
声口	声口 音信、消息
声喉	声喉 嗓子、唱腔
声气	声气 音信、消息
处所	处所 地方、场所
大碌	大碌 很粗的一条
大褛	大褛 大氅、大衣
大齐	大齐 大家、大众
天闪	天闪 打闪，闪电
头壳	头壳 脑袋、头部
夹硬	夹硬 硬要，强行
好声	好声 小心、轻轻
好得	好得 多亏、好在
好样	好样 美观、漂亮
妾侍	妾侍 小老婆、妾
姊夫	姊夫 姊丈、姐夫
姑娘	姑娘 丈夫的姐姐
媒公	媒公 做媒的男人
孤寒	孤寒 吝啬、寒酸
尾仔	尾仔 最小的儿子
尾冬	尾冬 冬天的后期
尾春	尾春 春天的后期
屋𡰪	屋𡰪 屋的角落里
巷尾	巷尾 胡同的末端
巽门	巽门 脑门、项门
帮手	帮手 帮忙、帮助
底衫	底衫 衬衣、内衣
归服	归服 屈服、服从
彩数	彩数 幸运、运气
得闲	得闲 空闲、有空
心乐	心乐 乐意、情愿
心口	心口 胸膛、心窝
心机	心机 耐心、细心
收箕	收箕 竹编品名称
无该	无该 ①谢谢②请
时步	时步 时候、时势
晒油	晒油 酱油的一种
月中	月中 月半、月中
果排	果排 最近、近来
椅拼	椅拼 椅子的靠背
椅搭	椅搭 遮椅子的布
槽行	槽行 宰猪的行业
樏仔	樏仔 密齿小梳子
气响	气响 断气、死了
水壳	水壳 舀水的勺儿
波泵	波泵 球的打气筒
泥霉	泥霉 土中腐殖质
洋楼	洋楼 洋房、大楼
海碗	海碗 最大的汤碗
淹尖	淹尖 烦闷、烦躁
滚搞	滚搞 打扰、搅扰
漏夜	漏夜 彻夜、深夜
潺虫	潺虫 蛞蝓，蜒蚰
火头	火头 厨子炊事员
灵动	灵动 机灵、灵活
炒粉	炒粉 炒制的粉皮
炮仗	炮仗 爆竹、鞭炮
烟尘	烟尘 灰尘、尘土
焗发	焗发 用电烫头发
爱呕	爱呕 恶心、想吐
牛佬	牛佬 不讲理的人
牛栏	牛栏 牛屋、牛棚
牛簏	牛簏 牛屋、牛棚
狼狂	狼狂 慌忙、急忙
瓜核	瓜核 瓜类的种子
瓜米	瓜米 瓜类的种子
生膥	生膥 产卵、下蛋
生鸡	生鸡 未阉的公鸡
番摊	番摊 赌博的一种
番芋	番芋 芋头的一种
白鼻	白鼻 好淫、轻佻
皮喼	皮喼 手提皮箱子
皮篢	皮篢 大的皮箱子
相啱	相啱 要好、相好
相思	相思 暗绿绣眼鸟
眉头	眉头 两眉的前头
着霍	着霍 染上霍乱病
矮瓜	矮瓜 茄子的别名
笠衫	笠衫 线衣、内衣
箩斗	箩斗 筛粉的用具
粒仔	粒仔 小疮的通称
纸撚	纸撚 纸搓的绳子
线鸡	线鸡 阉过的公鸡
经济	经济 便宜、合算
缆豆	缆豆 花生的一种
老番	老番 白人外国人
肚屙	肚屙 腹泻、拉稀
背尾	背尾 后面，背后
背底	背底 后面，背后
背脊	背脊 脊背、背部
胶辘	胶辘 车胎、外胎
能械	能械 健康、壮实
脆口	脆口 食品很酥脆
脚钵	脚钵 洗脚的盆儿
芋呷	芋呷 芋头的叶柄
芫茜	芫茜 香菜、芫荽
英笔	英笔 水笔，钢笔
菲林	菲林 软片、胶卷
落雷	落雷 打雷下大雨
葭虎	葭虎 豹虎方胸蛛
蚝仔	蚝仔 一种小牡蛎
行船	行船 在船上工作
街招	街招 广告、启示
襟章	襟章 徽章、胸章
要紧	要紧 重要、紧迫
记紧	记紧 惦记、牢记
论夜	论夜 成夜、整夜
论尽	论尽 不妥、局促
试尿	试尿 抱婴儿把尿
败水	败水 去势、败势
走鸡	走鸡 错过好机会
起福	起福 在神前起愿
起身	起身 起来、起床
趁势	趁势 顺便、趁机
跟手	跟手 立刻、马上
身热	身热 发烧、发热
身粗	身粗 有孕、怀胎
邓家	邓家 疍家、疍民
鄙耻	鄙耻 侮辱、耻笑
酸菜	酸菜 泡菜，味酸
金勾	金勾 虾仁的别名
钓仔	钓仔 小鱼钩、钓
铁线	铁线 铅丝、铁丝
闲时	闲时 从前、往常
阴功	阴功 毒辣、害人
阴司	阴司 阴间、地狱
阴毒	阴毒 毒辣、阴险
阿孻	阿孻 最小的儿女
阿尾	阿尾 最小的儿女
阿𡥧	阿𡥧 最小的儿女
雀乸	雀乸 雌鸟的通称
雀仔	雀仔 小鸟或雏鸟
雀公	雀公 雄鸟的通称
零琼	零琼 越发、更加
雾水	雾水 露，露水珠
面前	面前 前边、前面
面风	面风 脸色、嘴脸
顺笔	顺笔 顺手、顺便
饭焦	饭焦 米饭的锅巴
鱼约	鱼约 公鱼的精子
龙脷	龙脷 鲽形目鱼类
龟公	龟公 偷情的男人
𠯋嘢	𠯋嘢 不好的东西
𠹌子	𠹌子 那样、那么
晏昼	晏昼 中午。正午12点钟又叫“晏昼正”
三鸟	三鸟 鸡、鸭、鹅3种家禽的总称
㓟书	㓟书 埋头看书学习
㓟家	㓟家 努力读书的人
上下	上下 差点儿、将要
上田	上田 农事收割完毕
世艺	世艺 可以消磨时间
人士	人士 指人品、人脉
人工	人工 ①工薪②人力
伶俐	伶俐 ①干净②聪明
信肉	信肉 写了字的信笺
做得	做得 ①能干②可以
冰盘	冰盘 大而浅的盘子
凉粉	凉粉 用凉粉草煮制
几久	几久 多久、多会儿
卒之	卒之 到底、到头来
发尸	发尸 尸体多年不化
叔爷	叔爷 夫弟，小叔子
吊市	吊市 抬高价钱出售
喂狗	喂狗 女人骂男人语
地塘	地塘 打谷场、晒场
墟巷	墟巷 墟镇里的巷道
外甥	外甥 ①外孙②外甥
大戏	大戏 粵剧或古装戏
大肉	大肉 泛指全身肌肉
天收	天收 死（骂人语）
孖仔	孖仔 双胞胎男孩子
孖女	孖女 双胞胎女孩子
学口	学口 模仿别人的话
家用	家用 家庭日常开支
小工	小工 泥瓦匠的助手
开身	开身 船启碇，开行
得计	得计 以为计谋得逞
戆佬	戆佬 傻子（成年）
扒挖	扒挖 ①忙碌②奔波
捞手	捞手 ①残手②拙劣
撚化	撚化 戏弄，玩残了
无系	无系 ①否则②不是
晏觉	晏觉 午睡、睡午觉
晩黑	晩黑 ①天黑②夜晚
机船	机船 有发动机的船
来世	来世 来生、下辈子
来蛇	来蛇 事情又发生了
架死	架死 硬拼、不怕死
棉褛	棉褛 棉大衣、棉袄
水利	水利 水渠、水库等
水衣	水衣 防水衣、雨衣
洋鼓	洋鼓 游行用的铜鼓
清油	清油 花生油、豆油
清私	清私 清静，无干扰
溦丝	溦丝 瘦弱、不粗壮
烫斗	烫斗 熨衣服的器具
牛牸	牛牸 未生子的母牛
猪唛	猪唛 像猪一样难看
瓜仁	瓜仁 剥了皮的瓜核
瓜咸	瓜咸 越瓜腌的咸菜
电火	电火 ①电灯②手电
癞痂	癞痂 癞病结的疙瘩
白银	白银 ①银子②蛋白
皮蛋	皮蛋 松花蛋、变蛋
着紧	着紧 着急、很注意
矮敦	矮敦 又肥又矮的人
石仔	石仔 石子、小石头
硬颈	硬颈 倔强、不认输
礼事	礼事 礼物、礼金等
禾事	禾事 水稻生长情况
稔子	稔子 桃金娘科植物
窦含	窦含 排水沟的洞口
箸笼	箸笼 装筷子的器具
索窖	索窖 成双的小渔船
紧手	紧手 不宽裕、困难
累坠	累坠 不舒服、别扭
老大	老大 排难解纷的人
耳盅	耳盅 漱口盅、茶缸
背语	背语 俏皮话、隐语
艇仔	艇仔 无桅的小渡船
色笔	色笔 画图用的色笔
落泵	落泵 事情办得周妥
落着	落着 有着落，如意
蛤邑	蛤邑 珞肢窝，腋下
蛮犁	蛮犁 蛮横、不讲理
衰仔	衰仔 女人骂孩子语
裤头	裤头 短裤子、裤衩
贱格	贱格 下流、不自爱
贼佬	贼佬 大盗（男的）
贼公	贼公 大盗（男的）
贼婆	贼婆 大盗（女的）
赖夜	赖夜 夜晚带狗围猎
赤眼	赤眼 急性眼结膜炎
踎墩	踎墩 赋闲、无事做
软熟	软熟 软绵绵、柔软
野鸡	野鸡 旧社会时妓女
金瓜	金瓜 南瓜、老倭瓜
金针	金针 黄花菜、针菜
钱串	钱串 串铜钱的绳子
钵头	钵头 浅小的“钵”
铺尾	铺尾 商店后座房屋
门楣	门楣 门框上的横木
阿伯	阿伯 ①伯伯②伯父
阿公	阿公 ①爷爷②祖父
阿妈	阿妈 ①妈妈②母亲
阿婆	阿婆 ①奶奶②祖母
阿婶	阿婶 ①婶婶②婶母
阿嫲	阿嫲 ①奶奶②祖母
阿爸	阿爸 ①爸爸②父亲
阿舅	阿舅 ①舅舅②舅父
雨水	雨水 统称所下的雨
靓仔	靓仔 帅哥、美男子
颈渴	颈渴 口渴，想喝水
飒碎	飒碎 ①零碎②零用
饮酒	饮酒 ①喝酒②赴宴
驶咪	驶咪 何必、用不着
